City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Cagliari,IT,2021-10-30 01:55:23,39.245,9.0912,55.92,89,0,4.61
279,Bethel,US,2021-10-30 01:55:10,41.3712,-73.414,54.18,81,95,5.99
280,Batemans Bay,AU,2021-10-30 01:55:23,-35.7167,150.1833,67.19,36,72,9.13
281,Maningrida,AU,2021-10-30 01:55:24,-12.0667,134.2667,91.26,49,100,10.4
282,Aswan,EG,2021-10-30 01:55:24,24.0934,32.907,76.3,27,0,9.22
283,Tura,IN,2021-10-30 01:55:25,25.5198,90.2201,72.07,71,23,3.2
284,Almaznyy,RU,2021-10-30 01:55:25,48.0448,40.045,33.94,86,0,3.91
285,Adrar,MR,2021-10-30 01:55:26,20.5022,-10.0711,76.06,23,100,8.52
286,Da Nang,VN,2021-10-30 01:50:54,16.0678,108.2208,78.78,89,75,1.14
287,Meadow Lake,US,2021-10-30 01:55:27,34.8014,-106.5436,60.48,31,0,4.16
288,Port-De-Bouc,FR,2021-10-30 01:55:27,43.4,4.9833,66.22,73,75,24.16
289,Horsham,GB,2021-10-30 01:55:28,51.064,-0.3272,56.93,90,20,4.61
290,Tonj,SS,2021-10-30 01:55:28,7.2737,28.6822,75.07,74,99,4.07
291,Sao Jose Da Coroa Grande,BR,2021-10-30 01:55:29,-8.8978,-35.1478,75.16,73,25,8.52
292,Horadiz,AZ,2021-10-30 01:55:29,39.4488,47.3353,50.77,79,100,1.45
293,Vidisha,IN,2021-10-30 01:55:30,23.5333,77.8167,58.33,57,27,2.84
294,Kahului,US,2021-10-30 01:55:01,20.8947,-156.47,79.86,77,65,5.99
295,Esmeraldas,BR,2021-10-30 01:55:31,-19.7625,-44.3139,74.26,73,91,9.89
296,Muli,MV,2021-10-30 01:55:31,2.9167,73.5667,82.63,74,60,10.87
297,Tamiahua,MX,2021-10-30 01:55:32,21.2667,-97.45,74.14,57,20,3.04
298,Morant Bay,JM,2021-10-30 01:55:32,17.8815,-76.4093,83.82,86,42,6.67
299,Svetlaya,RU,2021-10-30 01:55:33,46.5389,138.3297,51.4,50,0,5.93
300,Vila Franca Do Campo,PT,2021-10-30 01:55:33,37.7167,-25.4333,73.2,92,80,19.04
301,Pangnirtung,CA,2021-10-30 01:51:39,66.1451,-65.7125,33.37,98,100,6.06
302,Benghazi,LY,2021-10-30 01:55:34,32.1167,20.0667,70.07,70,4,11.16
303,Damphu,BT,2021-10-30 01:55:34,27.0721,90.1096,64.94,51,0,3.04
304,Suntar,RU,2021-10-30 01:55:35,62.1444,117.6319,16.63,79,77,4.05
305,Alofi,NU,2021-10-30 01:55:36,-19.0595,-169.9187,82.29,47,100,17.27
306,Rawson,AR,2021-10-30 01:55:36,-43.3002,-65.1023,62.51,42,3,14.07
307,Boundiali,CI,2021-10-30 01:55:37,9.5217,-6.4869,72.37,89,99,3.58
308,Vrangel,RU,2021-10-30 01:55:37,42.7297,133.0839,53.35,68,100,3.78
309,Yeppoon,AU,2021-10-30 01:55:38,-23.1333,150.7333,89.38,57,11,14.32
310,Itoman,JP,2021-10-30 01:55:38,26.1247,127.6694,79.18,61,75,5.75
311,Ostrovnoy,RU,2021-10-30 01:55:39,68.0531,39.5131,36.52,86,100,18.28
312,Khora,GR,2021-10-30 01:55:40,37.05,21.7167,55.78,66,85,4.29
313,Viedma,AR,2021-10-30 01:54:22,-40.8135,-62.9967,68.9,80,100,22.57
314,Kalmunai,LK,2021-10-30 01:55:40,7.4167,81.8167,80.26,81,100,3.0
315,Santa Ana,US,2021-10-30 01:55:41,33.7456,-117.8678,82.35,63,1,1.01
316,Pulgaon,IN,2021-10-30 01:55:41,20.7333,78.3333,68.16,57,99,4.68
317,Bembereke,BJ,2021-10-30 01:55:42,10.2283,2.6634,72.75,62,99,4.97
318,Souillac,MU,2021-10-30 01:50:54,-20.5167,57.5167,71.98,94,75,3.44
319,Villanueva,HN,2021-10-30 01:55:43,15.3167,-88.0,77.04,78,75,6.91
320,Bicester,GB,2021-10-30 01:50:48,51.9,-1.1536,51.91,92,73,12.37
321,Ankazoabo,MG,2021-10-30 01:55:43,-22.2833,44.5167,61.11,67,5,4.65
322,Oussouye,SN,2021-10-30 01:55:44,12.485,-16.5469,79.34,80,100,5.44
323,Shu,KZ,2021-10-30 01:55:44,43.5983,73.7614,43.07,85,6,2.75
324,Launceston,AU,2021-10-30 01:55:45,-41.45,147.1667,59.61,49,90,4.0
325,Ouadda,CF,2021-10-30 01:55:45,8.0777,22.4007,66.54,57,40,2.46
326,Fenoarivo,MG,2021-10-30 01:55:46,-18.933,47.4354,59.07,88,75,6.91
327,Karatuzskoye,RU,2021-10-30 01:55:47,53.6072,92.8667,34.92,75,100,4.32
328,Imst,AT,2021-10-30 01:55:47,47.2684,10.6698,28.15,54,84,7.2
329,Santa Lucia,ES,2021-10-30 01:55:48,27.9117,-15.5407,60.12,70,40,10.36
330,Taoudenni,ML,2021-10-30 01:55:48,22.6783,-3.9836,79.77,17,87,8.37
331,Sao Felix Do Xingu,BR,2021-10-30 01:55:49,-6.6447,-51.995,76.6,59,86,0.87
332,Chifeng,CN,2021-10-30 01:55:49,42.2683,118.9636,54.45,45,100,4.23
333,Mwinilunga,ZM,2021-10-30 01:55:50,-11.7358,24.4293,61.77,81,9,2.57
334,Baruun-Urt,MN,2021-10-30 01:55:50,46.6806,113.2792,29.84,44,100,15.03
335,Chapais,CA,2021-10-30 01:55:51,49.7834,-74.8492,40.78,71,100,3.42
336,Tautira,PF,2021-10-30 01:52:38,-17.7333,-149.15,82.42,75,59,13.06
337,Roma,US,2021-10-30 01:55:52,43.2128,-75.4557,52.09,58,100,10.0
338,Kant,IN,2021-10-30 01:55:52,27.8,79.8,68.11,67,0,4.03
339,Mongo,TD,2021-10-30 01:55:53,12.1844,18.693,79.39,18,74,5.08
340,Mana,GF,2021-10-30 01:55:53,5.6592,-53.7767,78.73,84,47,8.08
341,Shelburne,CA,2021-10-30 01:55:54,44.0787,-80.2041,46.85,94,100,13.56
342,Baghdad,IQ,2021-10-30 01:51:42,33.3406,44.4009,67.91,60,77,1.14
343,Biak,ID,2021-10-30 01:55:55,-0.9131,122.8766,84.99,63,99,1.28
344,Baft,IR,2021-10-30 01:55:55,29.234,56.6057,49.1,64,94,2.33
345,Almeirim,BR,2021-10-30 01:55:56,-1.5233,-52.5817,74.46,88,14,3.11
346,Iqaluit,CA,2021-10-30 01:55:56,63.7506,-68.5145,38.93,64,75,11.01
347,Poum,NC,2021-10-30 01:55:57,-20.2333,164.0167,76.05,71,0,12.97
348,Micheweni,TZ,2021-10-30 01:55:57,-4.9667,39.8333,79.3,75,95,6.38
349,Strezhevoy,RU,2021-10-30 01:55:58,60.7333,77.5889,19.38,88,100,17.43
350,Haapiti,PF,2021-10-30 01:55:58,-17.5667,-149.8667,82.13,73,39,15.7
351,Luchegorsk,RU,2021-10-30 01:55:59,46.4764,134.2569,46.44,53,100,3.96
352,Los Llanos De Aridane,ES,2021-10-30 01:56:00,28.6585,-17.9182,64.15,81,0,5.99
353,Yokadouma,CM,2021-10-30 01:56:01,3.5167,15.05,67.93,99,100,0.98
354,Carmarthen,GB,2021-10-30 01:56:02,51.8555,-4.3054,55.76,89,100,23.06
355,Ghatanji,IN,2021-10-30 01:56:03,20.1333,78.3167,68.34,66,90,4.94
356,Birao,CF,2021-10-30 01:56:04,10.2849,22.7882,72.63,33,7,2.57
357,Road Town,VG,2021-10-30 01:55:52,18.4167,-64.6167,80.01,72,7,13.04
358,Peace River,CA,2021-10-30 01:56:04,56.2501,-117.286,34.11,55,20,12.66
359,Midland,US,2021-10-30 01:55:20,31.9974,-102.0779,66.49,27,1,5.75
360,Palmas,BR,2021-10-30 01:54:22,-10.2128,-48.3603,84.07,70,0,4.61
361,Gorodishche,RU,2021-10-30 01:56:06,48.8045,44.4744,34.68,93,40,2.24
362,Sawakin,SD,2021-10-30 01:56:06,19.1059,37.3321,82.08,74,7,4.32
363,Chernyy Yar,RU,2021-10-30 01:56:07,48.0624,46.1091,39.47,93,3,5.73
364,Meulaboh,ID,2021-10-30 01:56:08,4.1363,96.1285,76.14,92,100,2.42
365,Labuhan,ID,2021-10-30 01:56:08,-6.8844,112.2051,86.43,66,89,4.25
366,Pahrump,US,2021-10-30 01:54:26,36.2083,-115.9839,73.26,32,0,4.43
367,Sao Filipe,CV,2021-10-30 01:56:09,14.8961,-24.4956,78.35,75,99,8.39
368,Umm Lajj,SA,2021-10-30 01:56:10,25.0213,37.2685,81.03,44,11,7.38
369,Krasnoselkup,RU,2021-10-30 01:56:10,65.7,82.4667,15.69,94,100,8.77
370,Hofn,IS,2021-10-30 01:52:34,64.2539,-15.2082,44.01,86,100,12.82
371,Baculin,PH,2021-10-30 01:56:11,7.4525,126.5842,86.23,69,15,6.87
372,Great Falls,US,2021-10-30 01:56:12,47.5002,-111.3008,41.45,89,90,7.0
373,Nzerekore,GN,2021-10-30 01:56:12,7.7562,-8.8179,68.81,99,92,3.58
374,Lengshuijiang,CN,2021-10-30 01:56:13,27.6881,111.4294,63.72,73,54,0.25
375,Avera,US,2021-10-30 01:56:06,33.194,-82.5271,56.71,75,66,6.73
376,Teya,RU,2021-10-30 01:56:14,60.3778,92.6267,30.83,90,100,13.04
377,Newport,GB,2021-10-30 01:56:15,51.5877,-2.9984,56.44,87,100,18.84
378,Kiunga,PG,2021-10-30 01:56:15,-6.1219,141.2906,83.05,82,82,1.12
379,Biltine,TD,2021-10-30 01:55:32,14.5333,20.9167,77.68,18,100,10.07
380,Surab,PK,2021-10-30 01:56:16,28.4914,66.2585,52.0,41,0,7.83
381,Longkou,CN,2021-10-30 01:56:17,37.6508,120.3286,60.57,69,0,8.84
382,Bengkulu,ID,2021-10-30 01:56:18,-3.8004,102.2655,83.16,72,91,2.53
383,Krutinka,RU,2021-10-30 01:56:18,56.0055,71.5113,23.54,73,10,13.13
384,Christchurch,NZ,2021-10-30 01:54:59,-43.5333,172.6333,64.94,73,40,8.99
385,Batagay,RU,2021-10-30 01:55:56,67.6333,134.6333,12.33,94,100,2.73
386,Mirnyy,RU,2021-10-30 01:56:19,62.5353,113.9611,16.57,78,100,5.91
387,Kathmandu,NP,2021-10-30 01:56:20,27.7167,85.3167,57.42,88,20,2.3
388,Gat,IL,2021-10-30 01:55:47,31.61,34.7642,71.4,75,100,3.36
389,Cabo San Lucas,MX,2021-10-30 01:55:45,22.8909,-109.9124,79.05,77,0,6.69
390,Minot,US,2021-10-30 01:51:59,48.2325,-101.2963,61.02,44,1,17.27
391,Asfi,MA,2021-10-30 01:56:21,32.2994,-9.2372,63.73,78,92,3.42
392,Sao Joao Da Barra,BR,2021-10-30 01:56:21,-21.6403,-41.0511,70.56,87,100,16.26
393,Vardo,NO,2021-10-30 01:51:28,70.3705,31.1107,37.33,77,6,21.61
394,Kargasok,RU,2021-10-30 01:56:22,59.0556,80.8572,22.78,77,100,16.69
395,Te Anau,NZ,2021-10-30 01:56:22,-45.4167,167.7167,67.05,50,91,7.9
396,Vicuna,CL,2021-10-30 01:55:41,-30.0319,-70.7081,47.93,49,0,1.28
397,Sabha,LY,2021-10-30 01:56:23,27.0377,14.4283,67.62,33,100,6.69
398,Pirovskoye,RU,2021-10-30 01:56:24,57.6267,92.2658,35.89,75,100,13.44
399,Karratha,AU,2021-10-30 01:56:24,-20.7377,116.8463,84.36,23,0,14.2
400,Saint Anthony,US,2021-10-30 01:56:25,45.0205,-93.218,49.14,83,1,5.75
401,Lasa,IT,2021-10-30 01:56:26,46.6166,10.7002,37.36,48,75,4.7
402,Rio Gallegos,AR,2021-10-30 01:56:26,-51.6226,-69.2181,44.65,45,0,13.8
403,Puerto Penasco,MX,2021-10-30 01:56:27,31.3167,-113.5333,73.9,74,0,6.11
404,Nago,JP,2021-10-30 01:56:27,26.5881,127.9761,78.87,53,20,2.95
405,Nambucca Heads,AU,2021-10-30 01:56:28,-30.65,153.0,75.2,68,79,11.25
406,Ust-Ilimsk,RU,2021-10-30 01:56:29,58.0006,102.6619,35.56,57,100,10.69
407,Margate,GB,2021-10-30 01:56:29,51.3813,1.3862,56.91,86,100,4.0
408,Candido Mendes,BR,2021-10-30 01:56:30,-1.4467,-45.7167,73.54,96,99,2.93
409,Atambua,ID,2021-10-30 01:56:30,-9.1061,124.8925,88.18,51,63,4.41
410,Inongo,CD,2021-10-30 01:56:31,-1.95,18.2667,69.31,97,100,3.56
411,Lorengau,PG,2021-10-30 01:56:31,-2.0226,147.2712,83.91,74,95,5.35
412,Columbus,US,2021-10-30 01:54:18,39.9612,-82.9988,56.62,97,90,3.44
413,Abonnema,NG,2021-10-30 01:56:32,4.7084,6.7931,79.09,89,96,4.21
414,Zhezkazgan,KZ,2021-10-30 01:56:32,47.8043,67.7144,39.87,59,100,7.72
415,Mancora,PE,2021-10-30 01:56:33,-4.1078,-81.0475,72.64,69,68,8.77
416,Sogne,NO,2021-10-30 01:56:34,58.0833,7.8167,53.46,87,100,15.84
417,Kruisfontein,ZA,2021-10-30 01:56:35,-34.0033,24.7314,59.88,84,3,16.55
418,Mayo,US,2021-10-30 01:56:35,38.8876,-76.5119,61.41,94,90,1.99
419,Tungor,RU,2021-10-30 01:56:36,53.3808,142.9564,40.75,79,73,10.51
420,Petropavlovsk-Kamchatskiy,RU,2021-10-30 01:56:36,53.0452,158.6483,43.39,57,0,6.71
421,Jining,CN,2021-10-30 01:56:37,35.405,116.5814,69.01,1,0,6.2
422,Filingue,NE,2021-10-30 01:56:38,14.3521,3.3168,85.44,15,91,6.38
423,Flin Flon,CA,2021-10-30 01:56:38,54.7682,-101.865,36.79,68,98,4.85
424,Diffa,NE,2021-10-30 01:56:39,13.3154,12.6113,79.99,23,95,8.88
425,Harnosand,SE,2021-10-30 01:56:39,62.6323,17.9379,45.0,93,99,14.43
426,Saint-Augustin,CA,2021-10-30 01:56:40,51.226,-58.6502,40.91,51,0,2.44
427,Lavrentiya,RU,2021-10-30 01:56:41,65.5833,-171.0,16.86,80,100,5.5
428,Gao,ML,2021-10-30 01:56:41,16.6362,1.637,84.54,16,38,8.1
429,Vanimo,PG,2021-10-30 01:56:42,-2.6741,141.3028,87.06,66,100,6.67
430,Tyukalinsk,RU,2021-10-30 01:56:42,55.8732,72.1967,23.02,70,10,11.61
431,Chemin Grenier,MU,2021-10-30 01:56:43,-20.4872,57.4656,71.19,83,89,5.48
432,San Cristobal,VE,2021-10-30 01:56:43,7.7669,-72.225,71.78,98,100,1.88
433,Anzio,IT,2021-10-30 01:56:44,41.4853,12.6179,58.35,66,100,4.21
434,Kismayo,SO,2021-10-30 01:56:44,-0.3582,42.5454,77.86,79,31,8.19
435,Beisfjord,NO,2021-10-30 01:56:45,68.3751,17.5988,42.26,83,100,6.04
436,Areosa,PT,2021-10-30 01:56:45,41.7178,-8.8571,63.16,91,100,8.72
437,Nizhnevartovsk,RU,2021-10-30 01:56:46,60.9344,76.5531,19.42,86,75,13.42
438,Takapau,NZ,2021-10-30 01:56:47,-40.0333,176.35,70.74,42,32,9.78
439,Rocha,UY,2021-10-30 01:56:47,-34.4833,-54.3333,61.68,97,8,11.1
440,Champerico,GT,2021-10-30 01:56:48,14.3,-91.9167,82.04,75,13,4.38
441,Palmeira,BR,2021-10-30 01:56:48,-25.4294,-50.0064,62.62,93,73,7.87
442,Bubaque,GW,2021-10-30 01:52:38,11.2833,-15.8333,82.51,72,100,10.36
443,Inirida,CO,2021-10-30 01:56:49,3.8653,-67.9239,73.08,97,100,1.23
444,Adre,TD,2021-10-30 01:56:50,13.4667,22.2,71.78,22,72,9.75
445,Kamsack,CA,2021-10-30 01:56:50,51.5667,-101.9009,41.45,78,100,9.78
446,Piacabucu,BR,2021-10-30 01:56:51,-10.4056,-36.4344,73.47,78,56,3.91
447,Teguldet,RU,2021-10-30 01:56:51,57.3064,88.1667,33.4,96,100,12.93
448,Kirakira,SB,2021-10-30 01:56:52,-10.4544,161.9205,87.17,67,47,14.18
449,Aitape,PG,2021-10-30 01:56:52,-3.1374,142.3475,87.31,66,64,7.45
450,Tabou,CI,2021-10-30 01:56:53,4.423,-7.3528,76.89,86,100,5.39
451,Sai Buri,TH,2021-10-30 01:56:54,6.7013,101.6168,82.96,76,91,4.61
452,Myanaung,MM,2021-10-30 01:56:54,18.2833,95.3167,79.74,84,18,4.25
453,Port Macquarie,AU,2021-10-30 01:55:59,-31.4333,152.9167,73.89,76,93,9.62
454,Inverness,GB,2021-10-30 01:56:55,57.4791,-4.224,43.99,96,79,1.01
455,Tucupita,VE,2021-10-30 01:56:56,9.0622,-62.051,73.11,99,43,3.0
456,Griffith,US,2021-10-30 01:56:56,41.5284,-87.4237,55.4,96,90,1.99
457,Matagami,CA,2021-10-30 01:56:57,49.7502,-77.6328,32.11,93,1,3.44
458,Henties Bay,NA,2021-10-30 01:56:30,-22.116,14.2845,56.86,86,0,3.18
459,Uddevalla,SE,2021-10-30 01:55:49,58.3478,11.9424,52.07,93,83,8.97
460,Malakal,SS,2021-10-30 01:56:58,9.5334,31.6605,74.68,71,18,1.66
461,Port Hedland,AU,2021-10-30 01:56:59,-20.3167,118.5667,82.45,54,14,8.05
462,Santa Marinella,IT,2021-10-30 01:56:59,42.0345,11.8536,60.71,78,100,5.73
463,Alice Springs,AU,2021-10-30 01:57:00,-23.7,133.8833,76.55,20,98,17.27
464,Soyo,AO,2021-10-30 01:57:00,-6.1349,12.3689,77.13,89,97,12.26
465,Tahoua,NE,2021-10-30 01:57:01,14.8888,5.2692,82.36,13,89,9.19
466,Baykit,RU,2021-10-30 01:57:01,61.67,96.37,26.47,96,100,4.97
467,Ust-Tsilma,RU,2021-10-30 01:57:02,65.441,52.1498,24.21,96,100,6.71
468,Saint-Pierre,RE,2021-10-30 01:57:03,-21.3393,55.4781,69.57,76,75,6.91
469,Pitsunda,GE,2021-10-30 01:57:03,43.1592,40.3378,48.38,64,18,6.49
470,Gigmoto,PH,2021-10-30 01:56:00,13.7796,124.39,84.76,65,57,13.15
471,Corrente,BR,2021-10-30 01:57:04,-3.7367,-43.3394,73.81,88,60,4.5
472,Iranshahr,IR,2021-10-30 01:57:04,27.2025,60.6848,71.85,31,0,3.27
473,Raudeberg,NO,2021-10-30 01:56:09,61.9875,5.1352,54.27,72,100,16.69
474,Farmington,US,2021-10-30 01:53:12,36.7281,-108.2187,54.86,46,0,3.0
475,Tutoia,BR,2021-10-30 01:57:05,-2.7619,-42.2744,77.5,86,60,6.85
476,Iwanai,JP,2021-10-30 01:57:06,42.9744,140.5089,55.78,55,0,2.77
477,Heilbron,ZA,2021-10-30 01:57:06,-27.2812,27.9709,54.39,92,0,6.64
478,Banda Aceh,ID,2021-10-30 01:57:07,5.5577,95.3222,75.22,94,100,8.41
479,Cascais,PT,2021-10-30 01:57:07,38.6979,-9.4215,70.5,80,100,3.0
480,Ambilobe,MG,2021-10-30 01:57:08,-13.2,49.05,72.3,88,2,1.21
481,Dehloran,IR,2021-10-30 01:57:08,32.6941,47.2679,74.12,54,89,12.19
482,Khani,GE,2021-10-30 01:57:09,41.9563,42.9566,42.37,82,44,4.29
483,Yulara,AU,2021-10-30 01:55:53,-25.2406,130.9889,67.84,32,90,12.66
484,Araouane,ML,2021-10-30 01:57:10,18.9048,-3.5265,80.76,29,100,11.25
485,Yuli,NG,2021-10-30 01:57:11,9.6989,10.2744,74.97,36,100,1.95
486,Dalianwan,CN,2021-10-30 01:57:11,39.0286,121.695,65.73,88,20,2.24
487,Neuquen,AR,2021-10-30 01:52:13,-38.9516,-68.0591,78.69,24,0,93.21
488,Villa Union,MX,2021-10-30 01:57:12,23.2,-106.2333,84.02,74,0,1.88
489,Puerto Del Rosario,ES,2021-10-30 01:57:13,28.5004,-13.8627,65.95,77,0,6.91
490,Mariental,NA,2021-10-30 01:57:14,-24.6333,17.9667,64.17,23,0,8.88
491,Takoradi,GH,2021-10-30 01:57:14,4.8845,-1.7554,76.71,89,83,6.29
492,Punta Alta,AR,2021-10-30 01:57:15,-38.8759,-62.0736,77.67,38,93,18.72
493,Sao Jose Da Tapera,BR,2021-10-30 01:57:16,-9.5583,-37.3811,70.29,78,76,5.32
494,Tikapur,NP,2021-10-30 01:57:16,28.5,81.1333,67.03,79,0,2.51
495,Bria,CF,2021-10-30 01:57:17,6.5423,21.9863,68.38,98,51,3.29
496,Qasigiannguit,GL,2021-10-30 01:57:17,68.8193,-51.1922,22.33,92,100,5.88
497,Sault Sainte Marie,CA,2021-10-30 01:54:22,46.5168,-84.3333,53.89,87,1,4.61
498,Badami,IN,2021-10-30 01:57:18,15.915,75.6768,73.36,79,99,10.6
499,Dovhe,UA,2021-10-30 01:57:19,48.3653,23.279,54.72,67,1,3.24
500,Kosai,JP,2021-10-30 01:57:19,34.7105,137.5316,72.93,43,13,3.38
501,Misratah,LY,2021-10-30 01:57:20,32.3754,15.0925,68.99,68,0,12.21
502,Changji,CN,2021-10-30 01:57:21,44.0167,87.3167,48.99,53,0,4.47
503,Gladstone,AU,2021-10-30 01:57:21,-23.85,151.25,91.78,55,41,8.05
504,Okhotsk,RU,2021-10-30 01:57:22,59.3833,143.3,19.81,64,0,18.48
505,Grindavik,IS,2021-10-30 01:57:22,63.8424,-22.4338,42.75,87,20,9.22
506,Antsohihy,MG,2021-10-30 01:57:23,-14.8796,47.9875,76.46,73,100,0.94
507,Vostok,RU,2021-10-30 01:57:23,46.4856,135.8833,48.45,39,47,2.75
508,Gambela,ET,2021-10-30 01:57:24,8.25,34.5833,70.29,82,91,4.29
509,Anadyr,RU,2021-10-30 01:57:24,64.75,177.4833,0.1,84,75,11.01
510,Victoria,HK,2021-10-30 01:52:58,22.2855,114.1577,78.33,84,97,1.99
511,Gazanjyk,TM,2021-10-30 01:57:25,39.2446,55.5154,50.4,60,79,7.56
512,Marienburg,PL,2021-10-30 01:57:26,54.0359,19.0266,49.05,73,8,11.12
513,Unhel,IN,2021-10-30 01:57:26,23.3333,75.5667,64.0,56,100,4.0
514,Metz,FR,2021-10-30 01:57:27,49.1191,6.1727,57.31,75,0,11.5
515,Butajira,ET,2021-10-30 01:57:27,8.1167,38.3667,53.33,51,2,6.91
516,Vila Velha,BR,2021-10-30 01:57:28,-20.3297,-40.2925,73.35,88,90,12.66
517,Ojinaga,MX,2021-10-30 01:57:29,29.5667,-104.4167,70.75,24,1,5.75
518,Kamenka,RU,2021-10-30 01:52:48,51.3223,42.7678,36.86,89,6,6.08
519,Bandarbeyla,SO,2021-10-30 01:57:30,9.4942,50.8122,77.29,79,42,11.65
520,Rudsar,IR,2021-10-30 01:57:31,37.1376,50.288,57.18,84,100,2.89
521,Chapeco,BR,2021-10-30 01:57:31,-27.0964,-52.6183,67.75,77,75,23.02
522,Saurimo,AO,2021-10-30 01:57:32,-9.6608,20.3916,64.2,98,99,2.84
523,Galle,LK,2021-10-30 01:57:32,6.0367,80.217,78.73,87,91,6.6
524,Mahonda,TZ,2021-10-30 01:57:33,-6.45,39.4667,79.11,78,65,7.63
525,Gravdal,NO,2021-10-30 01:57:33,68.1214,13.5031,44.28,79,100,13.98
526,Zhigansk,RU,2021-10-30 01:57:34,66.7697,123.3711,-8.09,100,99,3.53
527,Elizabeth City,US,2021-10-30 01:57:34,36.2946,-76.2511,66.02,83,0,5.01
528,Mendi,PG,2021-10-30 01:57:35,-6.1761,143.6513,66.42,80,38,4.34
529,Kautokeino,NO,2021-10-30 01:57:36,69.0125,23.0412,15.62,98,66,2.1
530,Pacific Grove,US,2021-10-30 01:57:36,36.6177,-121.9166,69.76,89,20,3.0
531,Pitimbu,BR,2021-10-30 01:57:37,-7.4706,-34.8086,77.59,73,69,14.52
532,Smithers,CA,2021-10-30 01:57:37,54.7804,-127.1743,34.12,80,40,2.3
533,Sur,OM,2021-10-30 01:57:38,22.5667,59.5289,76.95,49,26,3.42
534,Flinders,AU,2021-10-30 01:57:38,-34.5833,150.8552,67.8,49,80,12.24
535,Narkevychi,UA,2021-10-30 01:57:39,49.5172,26.6418,45.68,82,5,14.03
536,Boddam,GB,2021-10-30 01:57:39,57.4667,-1.7833,44.98,86,7,18.97
537,Khislavichi,RU,2021-10-30 01:57:40,54.1871,32.1582,44.67,95,66,9.13
538,Notodden,NO,2021-10-30 01:57:40,59.5594,9.2585,55.2,88,100,5.01
539,Duvan,RU,2021-10-30 01:57:41,55.695,57.9024,26.37,67,100,12.19
540,Mehamn,NO,2021-10-30 01:57:41,71.0357,27.8492,40.14,82,80,27.69
541,Mikkeli,FI,2021-10-30 01:57:42,61.6886,27.2723,46.51,87,90,3.44
542,Guiyang,CN,2021-10-30 01:57:43,26.5833,106.7167,54.09,100,75,2.24
543,Kutum,SD,2021-10-30 01:57:43,14.2,24.6667,68.7,25,70,6.22
544,Karak,JO,2021-10-30 01:57:44,31.1667,35.75,62.02,69,100,5.86
545,Wawa,NG,2021-10-30 01:57:44,9.9022,4.4192,75.92,61,100,2.51
546,Waipawa,NZ,2021-10-30 01:57:45,-41.4122,175.5153,62.46,57,37,13.27
547,Bressanone,IT,2021-10-30 01:57:46,46.715,11.656,50.16,73,88,1.92
548,Shalinskoye,RU,2021-10-30 01:57:46,55.7228,93.7594,40.73,60,100,17.6
549,Nikolayevsk-Na-Amure,RU,2021-10-30 01:57:47,53.1406,140.73,41.5,71,92,2.26
550,Lewiston,US,2021-10-30 01:53:31,44.1003,-70.2148,46.24,94,1,0.0
551,Pimentel,PE,2021-10-30 01:57:47,-6.8367,-79.9342,63.27,88,97,13.78
552,Belaya Gora,RU,2021-10-30 01:57:48,68.5333,146.4167,6.35,93,100,6.51
553,Fort Nelson,CA,2021-10-30 01:54:08,58.8053,-122.7002,29.79,69,1,2.3
554,Port Augusta,AU,2021-10-30 01:57:49,-32.5,137.7667,67.71,33,4,12.8
555,Baza,ES,2021-10-30 01:57:49,37.4907,-2.7726,63.57,66,91,5.01
556,Doka,SD,2021-10-30 01:57:50,13.5167,35.7667,74.55,47,3,4.38
557,Dawson Creek,CA,2021-10-30 01:57:50,55.7666,-120.2362,33.76,44,1,8.05
